phase distance depth traveltime ray-parameter geometrical_spreading T*(attenuation
SV  58.0 490.0   991.38  12.807    9.746e-05  3.05
SV  58.0 500.0   991.38  12.807    9.746e-05  3.05
SV  58.0 510.0   991.38  12.807    9.746e-05  3.05
SV  58.0 520.0   984.16  12.807    0.0001013  2.99
SV  58.0 530.0   984.16  12.807    0.0001013  2.99
SV  58.0 540.0   984.16  12.807    0.0001013  2.99
SV  58.0 550.0   984.16  12.807    0.0001013  2.99
SV  58.0 560.0   984.16  12.807    0.0001013  2.99
SV  58.0 570.0   977.17  12.629    0.0001043  2.92
SV  58.0 580.0   977.17  12.629    0.0001043  2.92
SV  58.0 590.0   977.17  12.629    0.0001043  2.92
SV  58.0 600.0   977.17  12.629    0.0001043  2.92
SV  58.0 610.0   977.17  12.629    0.0001043  2.92
SV  58.0 620.0   970.46  12.629    0.0001092  2.86
SV  58.0 630.0   970.46  12.629    0.0001092  2.86
SV  58.0 640.0   970.46  12.629    0.0001092  2.86
SV  58.0 650.0   970.46  12.629    0.0001092  2.86
SV  58.0 660.0   970.46  12.629    0.0001092  2.86
SV  58.0 670.0   964.04  12.629     0.000129  2.80
SV  58.0 680.0   964.04  12.629     0.000129  2.80
SV  58.0 690.0   964.04  12.629     0.000129  2.80
SV  58.0 700.0   964.04  12.629     0.000129  2.80
SV  58.0 710.0   964.04  12.629     0.000129  2.80
SV  58.0 720.0   958.68  12.453     0.000133  2.80
SV  58.0 730.0   958.68  12.453     0.000133  2.80
SV  58.0 740.0   958.68  12.453     0.000133  2.80
SV  58.0 750.0   958.68  12.453     0.000133  2.80
SV  58.0 760.0   958.68  12.453     0.000133  2.80
SV  58.0 770.0   953.57  12.453    0.0001411  2.79
SV  58.0 780.0   953.57  12.453    0.0001411  2.79
SV  58.0 790.0   953.57  12.453    0.0001411  2.79
SV  58.0 800.0   953.57  12.453    0.0001411  2.79
SV  59.0   0.0  1088.44  12.988    5.212e-05  3.89
SV  59.0  10.0  1088.44  12.988    5.212e-05  3.89
SV  59.0  20.0  1088.44  12.988    5.212e-05  3.89
SV  59.0  30.0  1083.16  12.988     5.96e-05  3.85
SV  59.0  40.0  1079.68  12.988    7.292e-05  3.84
SV  59.0  50.0  1079.68  12.988    7.292e-05  3.84
SV  59.0  60.0  1079.68  12.988    7.292e-05  3.84
SV  59.0  70.0  1079.68  12.988    7.292e-05  3.84
SV  59.0  80.0  1071.64  12.988    7.373e-05  3.82
SV  59.0  90.0  1071.64  12.988    7.373e-05  3.82
SV  59.0 100.0  1071.64  12.988    7.373e-05  3.82
SV  59.0 110.0  1071.64  12.988    7.373e-05  3.82
SV  59.0 120.0  1071.64  12.988    7.373e-05  3.82
SV  59.0 130.0  1063.64  12.988    7.404e-05  3.78
SV  59.0 140.0  1063.64  12.988    7.404e-05  3.78
SV  59.0 150.0  1063.64  12.988    7.404e-05  3.78
SV  59.0 160.0  1063.64  12.988    7.404e-05  3.78
SV  59.0 170.0  1055.19  12.807    7.396e-05  3.62
SV  59.0 180.0  1055.19  12.807    7.396e-05  3.62
SV  59.0 190.0  1055.19  12.807    7.396e-05  3.62
SV  59.0 200.0  1055.19  12.807    7.396e-05  3.62
SV  59.0 210.0  1055.19  12.807    7.396e-05  3.62
SV  59.0 220.0  1046.77  12.807    7.493e-05  3.48
SV  59.0 230.0  1046.77  12.807    7.493e-05  3.48
SV  59.0 240.0  1046.77  12.807    7.493e-05  3.48
SV  59.0 250.0  1046.77  12.807    7.493e-05  3.48
SV  59.0 260.0  1046.77  12.807    7.493e-05  3.48
SV  59.0 270.0  1037.59  12.807     7.77e-05  3.39
SV  59.0 280.0  1037.59  12.807     7.77e-05  3.39
SV  59.0 290.0  1037.59  12.807     7.77e-05  3.39
SV  59.0 300.0  1037.59  12.807     7.77e-05  3.39
SV  59.0 310.0  1037.59  12.807     7.77e-05  3.39
SV  59.0 320.0  1028.69  12.807    8.062e-05  3.31
SV  59.0 330.0  1028.69  12.807    8.062e-05  3.31
SV  59.0 340.0  1028.69  12.807    8.062e-05  3.31
SV  59.0 350.0  1028.69  12.807    8.062e-05  3.31
SV  59.0 360.0  1028.69  12.807    8.062e-05  3.31
SV  59.0 370.0  1020.07  12.807     9.01e-05  3.22
SV  59.0 380.0  1020.07  12.807     9.01e-05  3.22
SV  59.0 390.0  1020.07  12.807     9.01e-05  3.22
SV  59.0 400.0  1020.07  12.807     9.01e-05  3.22
SV  59.0 410.0  1020.07  12.807     9.01e-05  3.22
SV  59.0 420.0  1011.70  12.629    9.074e-05  3.14
SV  59.0 430.0  1011.70  12.629    9.074e-05  3.14
SV  59.0 440.0  1011.70  12.629    9.074e-05  3.14
SV  59.0 450.0  1011.70  12.629    9.074e-05  3.14
SV  59.0 460.0  1011.70  12.629    9.074e-05  3.14
SV  59.0 470.0  1004.11  12.629    9.479e-05  3.08
SV  59.0 480.0  1004.11  12.629    9.479e-05  3.08
SV  59.0 490.0  1004.11  12.629    9.479e-05  3.08
SV  59.0 500.0  1004.11  12.629    9.479e-05  3.08
SV  59.0 510.0  1004.11  12.629    9.479e-05  3.08
SV  59.0 520.0   996.80  12.629     9.91e-05  3.01
SV  59.0 530.0   996.80  12.629     9.91e-05  3.01
SV  59.0 540.0   996.80  12.629     9.91e-05  3.01
SV  59.0 550.0   996.80  12.629     9.91e-05  3.01
SV  59.0 560.0   996.80  12.629     9.91e-05  3.01
SV  59.0 570.0   989.80  12.629    0.0001037  2.95
SV  59.0 580.0   989.80  12.629    0.0001037  2.95
SV  59.0 590.0   989.80  12.629    0.0001037  2.95
SV  59.0 600.0   989.80  12.629    0.0001037  2.95
SV  59.0 610.0   989.80  12.629    0.0001037  2.95
SV  59.0 620.0   983.06  12.453     0.000106  2.89
SV  59.0 630.0   983.06  12.453     0.000106  2.89
SV  59.0 640.0   983.06  12.453     0.000106  2.89
SV  59.0 650.0   983.06  12.453     0.000106  2.89
SV  59.0 660.0   983.06  12.453     0.000106  2.89
SV  59.0 670.0   976.56  12.453    0.0001246  2.83
SV  59.0 680.0   976.56  12.453    0.0001246  2.83
SV  59.0 690.0   976.56  12.453    0.0001246  2.83
SV  59.0 700.0   976.56  12.453    0.0001246  2.83
SV  59.0 710.0   976.56  12.453    0.0001246  2.83
SV  59.0 720.0   971.13  12.453    0.0001323  2.82
SV  59.0 730.0   971.13  12.453    0.0001323  2.82
SV  59.0 740.0   971.13  12.453    0.0001323  2.82
SV  59.0 750.0   971.13  12.453    0.0001323  2.82
SV  59.0 760.0   971.13  12.453    0.0001323  2.82
SV  59.0 770.0   965.98  12.277     0.000136  2.82
SV  59.0 780.0   965.98  12.277     0.000136  2.82
SV  59.0 790.0   965.98  12.277     0.000136  2.82
SV  59.0 800.0   965.98  12.277     0.000136  2.82
SV  60.0   0.0  1101.38  12.807    5.099e-05  3.91
SV  60.0  10.0  1101.38  12.807    5.099e-05  3.91
SV  60.0  20.0  1101.38  12.807    5.099e-05  3.91
SV  60.0  30.0  1096.08  12.807    5.826e-05  3.87
SV  60.0  40.0  1092.60  12.807    7.115e-05  3.86
SV  60.0  50.0  1092.60  12.807    7.115e-05  3.86
SV  60.0  60.0  1092.60  12.807    7.115e-05  3.86
SV  60.0  70.0  1092.60  12.807    7.115e-05  3.86
SV  60.0  80.0  1084.51  12.807    7.194e-05  3.84
SV  60.0  90.0  1084.51  12.807    7.194e-05  3.84
SV  60.0 100.0  1084.51  12.807    7.194e-05  3.84
SV  60.0 110.0  1084.51  12.807    7.194e-05  3.84
SV  60.0 120.0  1084.51  12.807    7.194e-05  3.84
SV  60.0 130.0  1076.47  12.807    7.275e-05  3.80
SV  60.0 140.0  1076.47  12.807    7.275e-05  3.80
SV  60.0 150.0  1076.47  12.807    7.275e-05  3.80
SV  60.0 160.0  1076.47  12.807    7.275e-05  3.80
SV  60.0 170.0  1068.00  12.807    7.358e-05  3.65
SV  60.0 180.0  1068.00  12.807    7.358e-05  3.65
SV  60.0 190.0  1068.00  12.807    7.358e-05  3.65
SV  60.0 200.0  1068.00  12.807    7.358e-05  3.65
SV  60.0 210.0  1068.00  12.807    7.358e-05  3.65
SV  60.0 220.0  1059.58  12.807    8.027e-05  3.51
SV  60.0 230.0  1059.58  12.807    8.027e-05  3.51
SV  60.0 240.0  1059.58  12.807    8.027e-05  3.51
SV  60.0 250.0  1059.58  12.807    8.027e-05  3.51
SV  60.0 260.0  1059.58  12.807    8.027e-05  3.51
SV  60.0 270.0  1050.38  12.629    7.582e-05  3.42
SV  60.0 280.0  1050.38  12.629    7.582e-05  3.42
SV  60.0 290.0  1050.38  12.629    7.582e-05  3.42
SV  60.0 300.0  1050.38  12.629    7.582e-05  3.42
SV  60.0 310.0  1050.38  12.629    7.582e-05  3.42
SV  60.0 320.0  1041.43  12.629    7.863e-05  3.33
SV  60.0 330.0  1041.43  12.629    7.863e-05  3.33
SV  60.0 340.0  1041.43  12.629    7.863e-05  3.33
SV  60.0 350.0  1041.43  12.629    7.863e-05  3.33
SV  60.0 360.0  1041.43  12.629    7.863e-05  3.33
SV  60.0 370.0  1032.75  12.629    8.158e-05  3.25
SV  60.0 380.0  1032.75  12.629    8.158e-05  3.25
SV  60.0 390.0  1032.75  12.629    8.158e-05  3.25
SV  60.0 400.0  1032.75  12.629    8.158e-05  3.25
SV  60.0 410.0  1032.75  12.629    8.158e-05  3.25
SV  60.0 420.0  1024.33  12.629    9.027e-05  3.17
SV  60.0 430.0  1024.33  12.629    9.027e-05  3.17
SV  60.0 440.0  1024.33  12.629    9.027e-05  3.17
SV  60.0 450.0  1024.33  12.629    9.027e-05  3.17
SV  60.0 460.0  1024.33  12.629    9.027e-05  3.17
SV  60.0 470.0  1016.74  12.629    0.0001015  3.10
SV  60.0 480.0  1016.74  12.629    0.0001015  3.10
SV  60.0 490.0  1016.74  12.629    0.0001015  3.10
SV  60.0 500.0  1016.74  12.629    0.0001015  3.10
SV  60.0 510.0  1016.74  12.629    0.0001015  3.10
SV  60.0 520.0  1009.39  12.453    9.638e-05  3.04
SV  60.0 530.0  1009.39  12.453    9.638e-05  3.04
SV  60.0 540.0  1009.39  12.453    9.638e-05  3.04
SV  60.0 550.0  1009.39  12.453    9.638e-05  3.04
SV  60.0 560.0  1009.39  12.453    9.638e-05  3.04
SV  60.0 570.0  1002.31  12.453    0.0001008  2.98
SV  60.0 580.0  1002.31  12.453    0.0001008  2.98
SV  60.0 590.0  1002.31  12.453    0.0001008  2.98
SV  60.0 600.0  1002.31  12.453    0.0001008  2.98
SV  60.0 610.0  1002.31  12.453    0.0001008  2.98
SV  60.0 620.0   995.52  12.453    0.0001055  2.92
SV  60.0 630.0   995.52  12.453    0.0001055  2.92
SV  60.0 640.0   995.52  12.453    0.0001055  2.92
SV  60.0 650.0   995.52  12.453    0.0001055  2.92
SV  60.0 660.0   995.52  12.453    0.0001055  2.92
SV  60.0 670.0   989.01  12.277    0.0001206  2.86
SV  60.0 680.0   989.01  12.277    0.0001206  2.86
SV  60.0 690.0   989.01  12.277    0.0001206  2.86
SV  60.0 700.0   989.01  12.277    0.0001206  2.86
SV  60.0 710.0   989.01  12.277    0.0001206  2.86
SV  60.0 720.0   983.47  12.277    0.0001278  2.85
SV  60.0 730.0   983.47  12.277    0.0001278  2.85
SV  60.0 740.0   983.47  12.277    0.0001278  2.85
SV  60.0 750.0   983.47  12.277    0.0001278  2.85
SV  60.0 760.0   983.47  12.277    0.0001278  2.85
SV  60.0 770.0   978.26  12.277    0.0001353  2.85
SV  60.0 780.0   978.26  12.277    0.0001353  2.85
SV  60.0 790.0   978.26  12.277    0.0001353  2.85
SV  60.0 800.0   978.26  12.277    0.0001353  2.85
SV  61.0   0.0  1114.19  12.807    5.464e-05  3.94
SV  61.0  10.0  1114.19  12.807    5.464e-05  3.94
SV  61.0  20.0  1114.19  12.807    5.464e-05  3.94
SV  61.0  30.0  1108.89  12.807    6.243e-05  3.90
SV  61.0  40.0  1105.40  12.807    7.624e-05  3.89
SV  61.0  50.0  1105.40  12.807    7.624e-05  3.89
SV  61.0  60.0  1105.40  12.807    7.624e-05  3.89
SV  61.0  70.0  1105.40  12.807    7.624e-05  3.89
SV  61.0  80.0  1097.31  12.629    7.025e-05  3.86
SV  61.0  90.0  1097.31  12.629    7.025e-05  3.86
SV  61.0 100.0  1097.31  12.629    7.025e-05  3.86
SV  61.0 110.0  1097.31  12.629    7.025e-05  3.86
SV  61.0 120.0  1097.31  12.629    7.025e-05  3.86
SV  61.0 130.0  1089.23  12.629    7.103e-05  3.82
SV  61.0 140.0  1089.23  12.629    7.103e-05  3.82
SV  61.0 150.0  1089.23  12.629    7.103e-05  3.82
SV  61.0 160.0  1089.23  12.629    7.103e-05  3.82
SV  61.0 170.0  1080.71  12.629    7.184e-05  3.67
SV  61.0 180.0  1080.71  12.629    7.184e-05  3.67
SV  61.0 190.0  1080.71  12.629    7.184e-05  3.67
SV  61.0 200.0  1080.71  12.629    7.184e-05  3.67
SV  61.0 210.0  1080.71  12.629    7.184e-05  3.67
SV  61.0 220.0  1072.25  12.629    7.278e-05  3.53
SV  61.0 230.0  1072.25  12.629    7.278e-05  3.53
SV  61.0 240.0  1072.25  12.629    7.278e-05  3.53
SV  61.0 250.0  1072.25  12.629    7.278e-05  3.53
SV  61.0 260.0  1072.25  12.629    7.278e-05  3.53
SV  61.0 270.0  1063.01  12.629    7.544e-05  3.44
SV  61.0 280.0  1063.01  12.629    7.544e-05  3.44
SV  61.0 290.0  1063.01  12.629    7.544e-05  3.44
SV  61.0 300.0  1063.01  12.629    7.544e-05  3.44
SV  61.0 310.0  1063.01  12.629    7.544e-05  3.44
SV  61.0 320.0  1054.06  12.629    8.424e-05  3.36
SV  61.0 330.0  1054.06  12.629    8.424e-05  3.36
SV  61.0 340.0  1054.06  12.629    8.424e-05  3.36
SV  61.0 350.0  1054.06  12.629    8.424e-05  3.36
SV  61.0 360.0  1054.06  12.629    8.424e-05  3.36
SV  61.0 370.0  1045.35  12.453    7.956e-05  3.27
SV  61.0 380.0  1045.35  12.453    7.956e-05  3.27
SV  61.0 390.0  1045.35  12.453    7.956e-05  3.27
SV  61.0 400.0  1045.35  12.453    7.956e-05  3.27
SV  61.0 410.0  1045.35  12.453    7.956e-05  3.27
SV  61.0 420.0  1036.88  12.453    8.792e-05  3.20
SV  61.0 430.0  1036.88  12.453    8.792e-05  3.20
SV  61.0 440.0  1036.88  12.453    8.792e-05  3.20
SV  61.0 450.0  1036.88  12.453    8.792e-05  3.20
SV  61.0 460.0  1036.88  12.453    8.792e-05  3.20
SV  61.0 470.0  1029.21  12.453     9.18e-05  3.13
SV  61.0 480.0  1029.21  12.453     9.18e-05  3.13
SV  61.0 490.0  1029.21  12.453     9.18e-05  3.13
SV  61.0 500.0  1029.21  12.453     9.18e-05  3.13
SV  61.0 510.0  1029.21  12.453     9.18e-05  3.13
SV  61.0 520.0  1021.84  12.453     9.59e-05  3.07
SV  61.0 530.0  1021.84  12.453     9.59e-05  3.07
SV  61.0 540.0  1021.84  12.453     9.59e-05  3.07
SV  61.0 550.0  1021.84  12.453     9.59e-05  3.07
SV  61.0 560.0  1021.84  12.453     9.59e-05  3.07
SV  61.0 570.0  1014.74  12.277      9.8e-05  3.01
SV  61.0 580.0  1014.74  12.277      9.8e-05  3.01
SV  61.0 590.0  1014.74  12.277      9.8e-05  3.01
SV  61.0 600.0  1014.74  12.277      9.8e-05  3.01
SV  61.0 610.0  1014.74  12.277      9.8e-05  3.01
SV  61.0 620.0  1007.87  12.277    0.0001025  2.95
SV  61.0 630.0  1007.87  12.277    0.0001025  2.95
SV  61.0 640.0  1007.87  12.277    0.0001025  2.95
SV  61.0 650.0  1007.87  12.277    0.0001025  2.95
SV  61.0 660.0  1007.87  12.277    0.0001025  2.95
SV  61.0 670.0  1001.28  12.277      0.00012  2.89
SV  61.0 680.0  1001.28  12.277      0.00012  2.89
SV  61.0 690.0  1001.28  12.277      0.00012  2.89
SV  61.0 700.0  1001.28  12.277      0.00012  2.89
SV  61.0 710.0  1001.28  12.277      0.00012  2.89
SV  61.0 720.0   995.75  12.277     0.000137  2.88
SV  61.0 730.0   995.75  12.277     0.000137  2.88
SV  61.0 740.0   995.75  12.277     0.000137  2.88
SV  61.0 750.0   995.75  12.277     0.000137  2.88
SV  61.0 760.0   995.75  12.277     0.000137  2.88
SV  61.0 770.0   990.43  12.105    0.0001307  2.88
SV  61.0 780.0   990.43  12.105    0.0001307  2.88
SV  61.0 790.0   990.43  12.105    0.0001307  2.88
SV  61.0 800.0   990.43  12.105    0.0001307  2.88
SV  62.0   0.0  1126.88  12.629    4.968e-05  3.96
SV  62.0  10.0  1126.88  12.629    4.968e-05  3.96
SV  62.0  20.0  1126.88  12.629    4.968e-05  3.96
SV  62.0  30.0  1121.57  12.629    5.672e-05  3.92
SV  62.0  40.0  1118.07  12.629    6.916e-05  3.91
SV  62.0  50.0  1118.07  12.629    6.916e-05  3.91
SV  62.0  60.0  1118.07  12.629    6.916e-05  3.91
SV  62.0  70.0  1118.07  12.629    6.916e-05  3.91
SV  62.0  80.0  1109.94  12.629    6.992e-05  3.89
SV  62.0  90.0  1109.94  12.629    6.992e-05  3.89
SV  62.0 100.0  1109.94  12.629    6.992e-05  3.89
SV  62.0 110.0  1109.94  12.629    6.992e-05  3.89
SV  62.0 120.0  1109.94  12.629    6.992e-05  3.89
SV  62.0 130.0  1101.85  12.629    7.611e-05  3.85
SV  62.0 140.0  1101.85  12.629    7.611e-05  3.85
SV  62.0 150.0  1101.85  12.629    7.611e-05  3.85
SV  62.0 160.0  1101.85  12.629    7.611e-05  3.85
SV  62.0 170.0  1093.34  12.629    7.698e-05  3.70
SV  62.0 180.0  1093.34  12.629    7.698e-05  3.70
SV  62.0 190.0  1093.34  12.629    7.698e-05  3.70
SV  62.0 200.0  1093.34  12.629    7.698e-05  3.70
SV  62.0 210.0  1093.34  12.629    7.698e-05  3.70
SV  62.0 220.0  1084.84  12.453    7.107e-05  3.56
SV  62.0 230.0  1084.84  12.453    7.107e-05  3.56
SV  62.0 240.0  1084.84  12.453    7.107e-05  3.56
SV  62.0 250.0  1084.84  12.453    7.107e-05  3.56
SV  62.0 260.0  1084.84  12.453    7.107e-05  3.56
SV  62.0 270.0  1075.55  12.453    7.365e-05  3.47
SV  62.0 280.0  1075.55  12.453    7.365e-05  3.47
SV  62.0 290.0  1075.55  12.453    7.365e-05  3.47
SV  62.0 300.0  1075.55  12.453    7.365e-05  3.47
SV  62.0 310.0  1075.55  12.453    7.365e-05  3.47
SV  62.0 320.0  1066.54  12.453    7.636e-05  3.38
SV  62.0 330.0  1066.54  12.453    7.636e-05  3.38
SV  62.0 340.0  1066.54  12.453    7.636e-05  3.38
SV  62.0 350.0  1066.54  12.453    7.636e-05  3.38
SV  62.0 360.0  1066.54  12.453    7.636e-05  3.38
SV  62.0 370.0  1057.81  12.453    7.918e-05  3.30
SV  62.0 380.0  1057.81  12.453    7.918e-05  3.30
SV  62.0 390.0  1057.81  12.453    7.918e-05  3.30
SV  62.0 400.0  1057.81  12.453    7.918e-05  3.30
SV  62.0 410.0  1057.81  12.453    7.918e-05  3.30
SV  62.0 420.0  1049.33  12.453    9.422e-05  3.22
SV  62.0 430.0  1049.33  12.453    9.422e-05  3.22
SV  62.0 440.0  1049.33  12.453    9.422e-05  3.22
SV  62.0 450.0  1049.33  12.453    9.422e-05  3.22
SV  62.0 460.0  1049.33  12.453    9.422e-05  3.22
SV  62.0 470.0  1041.61  12.277    8.943e-05  3.16
SV  62.0 480.0  1041.61  12.277    8.943e-05  3.16
SV  62.0 490.0  1041.61  12.277    8.943e-05  3.16
SV  62.0 500.0  1041.61  12.277    8.943e-05  3.16
SV  62.0 510.0  1041.61  12.277    8.943e-05  3.16
SV  62.0 520.0  1034.17  12.277    9.336e-05  3.10
SV  62.0 530.0  1034.17  12.277    9.336e-05  3.10
SV  62.0 540.0  1034.17  12.277    9.336e-05  3.10
SV  62.0 550.0  1034.17  12.277    9.336e-05  3.10
SV  62.0 560.0  1034.17  12.277    9.336e-05  3.10
SV  62.0 570.0  1027.01  12.277    9.754e-05  3.03
SV  62.0 580.0  1027.01  12.277    9.754e-05  3.03
SV  62.0 590.0  1027.01  12.277    9.754e-05  3.03
SV  62.0 600.0  1027.01  12.277    9.754e-05  3.03
SV  62.0 610.0  1027.01  12.277    9.754e-05  3.03
SV  62.0 620.0  1020.14  12.277    0.0001098  2.97
SV  62.0 630.0  1020.14  12.277    0.0001098  2.97
SV  62.0 640.0  1020.14  12.277    0.0001098  2.97
SV  62.0 650.0  1020.14  12.277    0.0001098  2.97
SV  62.0 660.0  1020.14  12.277    0.0001098  2.97
SV  62.0 670.0  1013.48  12.105    0.0001164  2.92
SV  62.0 680.0  1013.48  12.105    0.0001164  2.92
SV  62.0 690.0  1013.48  12.105    0.0001164  2.92
SV  62.0 700.0  1013.48  12.105    0.0001164  2.92
SV  62.0 710.0  1013.48  12.105    0.0001164  2.92
SV  62.0 720.0  1007.86  12.105    0.0001231  2.91
SV  62.0 730.0  1007.86  12.105    0.0001231  2.91
SV  62.0 740.0  1007.86  12.105    0.0001231  2.91
SV  62.0 750.0  1007.86  12.105    0.0001231  2.91
SV  62.0 760.0  1007.86  12.105    0.0001231  2.91
SV  62.0 770.0  1002.54  12.105    0.0001401  2.90
SV  62.0 780.0  1002.54  12.105    0.0001401  2.90
SV  62.0 790.0  1002.54  12.105    0.0001401  2.90
SV  62.0 800.0  1002.54  12.105    0.0001401  2.90
SV  63.0   0.0  1139.49  12.453    5.274e-05  3.99
SV  63.0  10.0  1139.49  12.453    5.274e-05  3.99
SV  63.0  20.0  1139.49  12.453    5.274e-05  3.99
SV  63.0  30.0  1134.17  12.453    5.551e-05  3.95
SV  63.0  40.0  1130.66  12.453    6.758e-05  3.94
SV  63.0  50.0  1130.66  12.453    6.758e-05  3.94
SV  63.0  60.0  1130.66  12.453    6.758e-05  3.94
SV  63.0  70.0  1130.66  12.453    6.758e-05  3.94
SV  63.0  80.0  1122.49  12.453    6.832e-05  3.91
SV  63.0  90.0  1122.49  12.453    6.832e-05  3.91
SV  63.0 100.0  1122.49  12.453    6.832e-05  3.91
SV  63.0 110.0  1122.49  12.453    6.832e-05  3.91
SV  63.0 120.0  1122.49  12.453    6.832e-05  3.91
SV  63.0 130.0  1114.36  12.453    6.907e-05  3.87
SV  63.0 140.0  1114.36  12.453    6.907e-05  3.87
SV  63.0 150.0  1114.36  12.453    6.907e-05  3.87
SV  63.0 160.0  1114.36  12.453    6.907e-05  3.87
SV  63.0 170.0  1105.80  12.453    6.985e-05  3.73
SV  63.0 180.0  1105.80  12.453    6.985e-05  3.73
SV  63.0 190.0  1105.80  12.453    6.985e-05  3.73
SV  63.0 200.0  1105.80  12.453    6.985e-05  3.73
SV  63.0 210.0  1105.80  12.453    6.985e-05  3.73
SV  63.0 220.0  1097.29  12.453    7.618e-05  3.58
SV  63.0 230.0  1097.29  12.453    7.618e-05  3.58
SV  63.0 240.0  1097.29  12.453    7.618e-05  3.58
SV  63.0 250.0  1097.29  12.453    7.618e-05  3.58
SV  63.0 260.0  1097.29  12.453    7.618e-05  3.58
SV  63.0 270.0  1088.00  12.453    7.894e-05  3.50
SV  63.0 280.0  1088.00  12.453    7.894e-05  3.50
SV  63.0 290.0  1088.00  12.453    7.894e-05  3.50
SV  63.0 300.0  1088.00  12.453    7.894e-05  3.50
SV  63.0 310.0  1088.00  12.453    7.894e-05  3.50
SV  63.0 320.0  1078.95  12.277    7.457e-05  3.41
SV  63.0 330.0  1078.95  12.277    7.457e-05  3.41
SV  63.0 340.0  1078.95  12.277    7.457e-05  3.41
SV  63.0 350.0  1078.95  12.277    7.457e-05  3.41
SV  63.0 360.0  1078.95  12.277    7.457e-05  3.41
SV  63.0 370.0  1070.15  12.277     7.73e-05  3.33
SV  63.0 380.0  1070.15  12.277     7.73e-05  3.33
SV  63.0 390.0  1070.15  12.277     7.73e-05  3.33
SV  63.0 400.0  1070.15  12.277     7.73e-05  3.33
SV  63.0 410.0  1070.15  12.277     7.73e-05  3.33
SV  63.0 420.0  1061.62  12.277    8.532e-05  3.25
SV  63.0 430.0  1061.62  12.277    8.532e-05  3.25
SV  63.0 440.0  1061.62  12.277    8.532e-05  3.25
SV  63.0 450.0  1061.62  12.277    8.532e-05  3.25
SV  63.0 460.0  1061.62  12.277    8.532e-05  3.25
SV  63.0 470.0  1053.89  12.277    9.586e-05  3.19
SV  63.0 480.0  1053.89  12.277    9.586e-05  3.19
SV  63.0 490.0  1053.89  12.277    9.586e-05  3.19
SV  63.0 500.0  1053.89  12.277    9.586e-05  3.19
SV  63.0 510.0  1053.89  12.277    9.586e-05  3.19
SV  63.0 520.0  1046.42  12.105    9.856e-05  3.12
SV  63.0 530.0  1046.42  12.105    9.856e-05  3.12
SV  63.0 540.0  1046.42  12.105    9.856e-05  3.12
SV  63.0 550.0  1046.42  12.105    9.856e-05  3.12
SV  63.0 560.0  1046.42  12.105    9.856e-05  3.12
SV  63.0 570.0  1039.20  12.105    9.498e-05  3.06
SV  63.0 580.0  1039.20  12.105    9.498e-05  3.06
SV  63.0 590.0  1039.20  12.105    9.498e-05  3.06
SV  63.0 600.0  1039.20  12.105    9.498e-05  3.06
SV  63.0 610.0  1039.20  12.105    9.498e-05  3.06
SV  63.0 620.0  1032.25  12.105    9.924e-05  3.00
SV  63.0 630.0  1032.25  12.105    9.924e-05  3.00
SV  63.0 640.0  1032.25  12.105    9.924e-05  3.00
SV  63.0 650.0  1032.25  12.105    9.924e-05  3.00
SV  63.0 660.0  1032.25  12.105    9.924e-05  3.00
SV  63.0 670.0  1025.59  12.105    0.0001248  2.94
SV  63.0 680.0  1025.59  12.105    0.0001248  2.94
SV  63.0 690.0  1025.59  12.105    0.0001248  2.94
SV  63.0 700.0  1025.59  12.105    0.0001248  2.94
SV  63.0 710.0  1025.59  12.105    0.0001248  2.94
SV  63.0 720.0  1019.90  11.935    0.0001193  2.94
SV  63.0 730.0  1019.90  11.935    0.0001193  2.94
SV  63.0 740.0  1019.90  11.935    0.0001193  2.94
SV  63.0 750.0  1019.90  11.935    0.0001193  2.94
SV  63.0 760.0  1019.90  11.935    0.0001193  2.94
SV  63.0 770.0  1014.49  11.935    0.0001259  2.93
SV  63.0 780.0  1014.49  11.935    0.0001259  2.93
SV  63.0 790.0  1014.49  11.935    0.0001259  2.93
SV  63.0 800.0  1014.49  11.935    0.0001259  2.93
SV  64.0   0.0  1151.95  12.453    5.216e-05  4.01
SV  64.0  10.0  1151.95  12.453    5.216e-05  4.01
SV  64.0  20.0  1151.95  12.453    5.216e-05  4.01
SV  64.0  30.0  1146.62  12.453    5.951e-05  3.97
SV  64.0  40.0  1143.11  12.453    7.244e-05  3.96
SV  64.0  50.0  1143.11  12.453    7.244e-05  3.96
SV  64.0  60.0  1143.11  12.453    7.244e-05  3.96
SV  64.0  70.0  1143.11  12.453    7.244e-05  3.96
SV  64.0  80.0  1134.94  12.453    7.323e-05  3.94
SV  64.0  90.0  1134.94  12.453    7.323e-05  3.94
SV  64.0 100.0  1134.94  12.453    7.323e-05  3.94
SV  64.0 110.0  1134.94  12.453    7.323e-05  3.94
SV  64.0 120.0  1134.94  12.453    7.323e-05  3.94
SV  64.0 130.0  1126.78  12.277    7.316e-05  3.90
SV  64.0 140.0  1126.78  12.277    7.316e-05  3.90
SV  64.0 150.0  1126.78  12.277    7.316e-05  3.90
SV  64.0 160.0  1126.78  12.277    7.316e-05  3.90
SV  64.0 170.0  1118.18  12.277    6.828e-05  3.75
SV  64.0 180.0  1118.18  12.277    6.828e-05  3.75
SV  64.0 190.0  1118.18  12.277    6.828e-05  3.75
SV  64.0 200.0  1118.18  12.277    6.828e-05  3.75
